Sig.ra Carla Antonelli
Dott. Galasso Onisto
Amedeo Priuli
Bianca Babbo
Roman Satta
Martino Pirandello
Marta Ciampi
Milena Turci-Tozzi
Olga Dallapé
Eugenia Juvara-Fabbri
Ermes Ruggeri
Niccolò Fanucci
Dott. Simone Interminelli
Margherita Bellò
Dott. Adriano Valmarana
Lando Altera
Francesco Gentileschi-Vanvitelli
Milena Marazzi
Sig. Azeglio Zola
Serafina Udinesi
Sig. Eraldo Pacillo
Vittoria Chigi
Gloria Ughi
Laura Mastroianni-Armellini
Sig. Filippo Santoro
Cirillo Gregori
Vanessa Capone-Gianetti
Luciano Asprucci
Etta Leoncavallo
Lauretta Marrone
Gabriella Malipiero
Silvia Spadafora
Tiziano Vattimo-Borromini
Fernanda Gucci-Bernardini
Camillo Fallaci-Trobbiani
Silvestro Botticelli
Bartolomeo Galilei
Dott. Sandro Turci
Antonia Vigliotti
Dott. Lolita Lamborghini
Dott. Pierluigi Salieri
Giulia Gori
Dott. Fortunata Virgilio
Tatiana Fagotto
Simone Cianciolo
Emma Capecchi
Sig.ra Giovanna Pizzetti
Giacinto Gradenigo
Rosina Vendetti-Vigliotti
Niccolò Tozzi
Priscilla Soderini
Elisa Pennetta-Surian
Gianluigi Callegaro-Ferrazzi
Enzo Gangemi-Gianetti
Dott. Rosalia Randazzo
Leopoldo Onisto
Stella Spadafora
Sergius Seddio-Falcone
Simonetta Mantegazza
Amanda Tognazzi
Pierluigi Ferrata
Maurizio Tarantini
Ronaldo Fittipaldi-Pederiva
Antonino Farina
Jacopo Micheletti
Gemma Nitti
Gianpietro Mazzanti
Sig. Federico Folliero
Tina Pellegrini
Giulietta Manacorda
Dott. Margherita Manolesso
Livio Columbo
Gilberto Callegari
Marcantonio Littizzetto
Mauro Pertile
Sig. Paolo Parisi
Adriano Florio-Brunelleschi
Giovanna Aldobrandi
Sig. Amico Rossellini
Margherita Casalodi
Sergius Venditti
Valeria Schiavone
Fedele Iannotti
Valeria Mazzi
Barbara Tafuri
Francesca Niggli
Graziella Crespi
Loretta Camilleri
Eva Navone-Chiaramonte
Toni Gravina
Etta Pagliaro
Stefania Udinese-Polizzi
Dott. Anita Gabba
Lazzaro Gianinazzi
Pietro Udinesi-Opizzi
Dott. Liana Benedetti
Arnulfo Pareto-Cocci
Antonietta Rocca
Milo Tiepolo
Simonetta Ajello-Inzaghi
Lara Battelli
Dina Ligorio
Priscilla Cardano
Adamo Lanfranchi-Schiaparelli
Angelica Brunello
Nina Foà
Romana Raurica
Sabatino Tornatore
Durante Corbo
Sonia Pezzali-Tamburini
Amico Silvestri
Orazio Disdero
Giulietta Toscanini
Liana Camicione
Pierpaolo Miniati
Ludovica Galilei
Loredana Manzoni
Rosaria Versace
Dott. Ornella Mantegna
Severino Gasperi
Lamberto Casaleggio
Sig. Coluccio Chiappetta
Carla Bernardini
Nanni Iannucci
Dott. Amanda Ughi
Vincenzo Argentero
Clelia Bernetti
Ugolino Bazzi
Erika Contarini-Vittadello
Dott. Gaspare Mazzanti
Toni Soderini
Benito Ferragni-Scamarcio
Valerio Babati-Fanucci
Gustavo Zetticci
Dott. Raffaellino Meucci
Sig. Gianfrancesco Dossetti
Gloria Crisafulli-Cociarelli
Manuel Donà
Gioacchino Mannoia
Sig.ra Marcella Greggio
Letizia Perini
Dott. Piergiuseppe Gabba
Lisa Viola
Simone Vidoni-Pigafetta
Chiara Toldo
Marco Marino
Benedetto Capuana
Michelotto Pace-Tomasetti
Mirko Borromeo
Angelo Galiazzo
Piersanti Einaudi
Coriolano Valentino
Dott. Luchino Gozzi
Mirco Capone
Anita Navone
Bartolomeo Grasso
Elladio Marenzio
Isa Ubaldi
Gabriella Cesarotti
Matteo Ricci
Niccolò Speri-Battisti
Azeglio Notarbartolo
Gemma Panatta
Elladio Nolcini
Adelasia Zetticci
Carmelo Saffi
Renata Pennetta
Patrizio Castioni
Dino Sokolov-Borrani
Annalisa Andreozzi-Gaito
Victoria Cadorna
Alessandra Bonatti
Sig. Mirko Bellucci
Iolanda Scarpetta
Mirco Franscini
Adelasia Canevascini
Telemaco Nicolucci
Sylvia Casellati
Dott. Ivo Medici
Dott. Renata Ortolani
Angelina Nitti
Patrizio Binaghi
Emma Visconti
Riccardo Gravina
Riccardo Palombi-Semitecolo
Lucia Tresoldi
Micheletto Giannelli
Monica Cicala
Tatiana Montesano
Lucrezia Russo-Petruzzi
Silvia Ferrara
Melissa Rapisardi
Eleanora Mocenigo
Iolanda Travia-Polizzi
Dott. Calogero Canali
Mirco Garozzo
Tonia Filzi
Nicolò Gemito
Zaira Pennetta
Fausto Zaguri
Nina Monicelli
Sonia Solari
Lodovico Errigo
Camillo Canil-Pignatti
Laureano Ariosto
Laureano Travia
Vanessa Toso
Sig.ra Susanna Rizzo
Ignazio Vidoni
Lidia Trentin-Cibin
Armando Bruno-Gullotta
Lucio Gregorio
Lara Caccioppoli
Michela Lupo
Micheletto Sbarbaro-Giacconi
Uberto Paruta
Silvia Broggini
Sig.ra Martina Badoglio
Claudia Ottino-Bellò
Vittoria Dallara-Prati
Orazio Treccani
Annetta Scaramucci
Paolo Casadei
Ugo Sagese
Annunziata Florio
Flavio Monaco
Silvio Morpurgo-Cagnin
Fernanda Mondaini
Rolando Rocca
Greco Bertoni
Paolo Benussi
Marcella Cassarà
Caterina Modigliani
Corrado Serraglio
Sig. Ranieri Caironi
Liliana Interminei
Maura Tommaseo
Bartolomeo Manunta
Agnolo Sabbatini
Fabrizio Pezzali
Giampiero Manolesso-Giovine
Patrizio Infantino
Panfilo Bacosi-Battelli
Gianna Andreozzi
Marco Carducci-Sgalambro
Renzo Petrocelli-Semitecolo
Costantino Porcellato
Dott. Caterina Ponti
Eugenia Chindamo
Silvia Versace
Aurora Giannini
Carmelo Ughi
Nicola Longhena
Sig. Jacopo Stefanelli
Serena Cundari
Nicola Saragat
Laureano Berlusconi
Augusto Piccio-Sagese
Allegra Musatti
Domenico Montanariello-Canevascini
Fiorenzo Bertoli
Jacopo Berengario
Eliana Rosiello
Nico Iacobucci
Dott. Giulio Scarpetta
Dott. Ugo Abbagnale
Tina Callegari
Dott. Pier Panatta
Mario Serlupi
Monica Guarato-Avogadro
Marcella Cherubini
Melissa Gucci
Cecilia Argan
Virginia Tamburello
Sig. Vincenzo Infantino
Vittorio Boldù
Maria Ligorio
Antonino Buscetta
Cassandra Zola
Gioffre Asmundo
Michelangelo Paolini
Beatrice Ruggeri
Loredana Santorio
Sandro Ferrazzi
Milena Ubaldi
Lilla Ravaglioli
Sig. Stefano Falloppio
Laura Monaco
Giada Barcaccia
Dott. Rossana Iacovelli
Alessandro Prati-Odescalchi
Melania Pausini-Maspero
Fabia Migliaccio
Micheletto Dandolo
Antonello Monte
Evangelista Babati-Pizzamano
Antonietta Mezzetta
Umberto Guidotti
Sig. Rocco Zetticci
Federica Vercelloni
Jacopo Montessori
Claudia Castelli
Corrado Tornatore
Adriano Simeoni
Greco Zamengo
Elvira Antonelli
Pasqual Borromini
Dott. Ruggero Gozzi
Ivo Treves
Marissa Mimun
Clelia Odescalchi
Luisa Trupiano
Lolita Camuccini
Olga Pirandello
Iolanda Broschi-Onisto
Vincenza Ostinelli
Sig. Giorgio Lopresti
Evangelista Pederiva
Dott. Nicola Petrucci
Vincentio Sauro-Contarini
Corrado Dossetti
Santino Montanariello
Domenico Colletti
Fredo Versace
Filippo Aloisio
Annamaria Franzese
Gianfrancesco Ferrucci
Rosaria Verga
Bettina Marconi-Finotto
Dina Udinesi-Spadafora
Girolamo Toscani-Sanguineti
Agnolo Redi
Giacinto Tencalla
Pellegrino Caruso
Sig.ra Nadia Antelami
Raffaello Sibilia
Anita Guidotti
Gionata Solimena-Gentileschi
Dott. Giulio Sbarbaro
Fabio Guglielmi
Arnulfo Florio
Daria Argento
Sig. Corrado Campano
Paolo Paganini
Giulia Spallanzani
Giacomo Pagnotto
Sig. Gian Satta
Mariano Adinolfi
Paoletta Martinelli
Gaspare Traversa
Rosario Foscari
Giacinto Santoro
Maria Verga
Benedetto Crespi
Antonella Gregori
Elmo Chinnici
Cristina Taliani
Dott. Loretta Curci
Ennio Gianetti-Gianvecchio
Anita Inzaghi-Cagnotto
Cipriano Borromini
Ramona Baroffio
Cristina Vigliotti
Dott. Paolo Bruno
Ramona Trevisan
Aria Tomei
Luciano Bajardi-Barbarigo
Priscilla Lamborghini-Maccanelli
Stella Palombi
Roman Scarfoglio-Orengo
Mariana Antonucci-Terragni
Dott. Alberico Scarlatti
Cesare Farina
Fiorino Campise
Raffaellino Beffa
Sig.ra Allegra Tonisto
Maria Corcos
Nicolò Marazzi-Zanzi
Mauro Cabibbo
Sig.ra Germana Palladio
Adriana Sauli
Chiara Tiepolo
Vincentio Giannetti
Ricciotti Caccianemico-Polani
Livia Goldoni
Pierpaolo Dallara-Antonacci
Eleanora Calgari
Ivan Chinnici-Versace
Dott. Melina Crespi
Riccardo Monteverdi
Tiziana Druso
Flora Casadei-Albertini
Germana Bellò
Antonello Pace
Sig.ra Isa Guglielmi
Luisa Gentileschi
Rita Berengario
Leonardo Borromeo
Flavia Scotti
Marissa Marcacci-Govoni
Damiano Ruggeri-Montessori
Fedele Niggli
Michelotto Iacobucci
Dott. Fiamma Soderini
Donatella Spallanzani
Dott. Etta Depero
Ermes Antonello-Pirandello
Adriana Saragat
Licia Sagese
Sig. Arnaldo Dalla
Dott. Eleanora Cutuli
Romina Cutuli
Raffaella Bonanno
Lidia Rosiello
Veronica Dibiasi
Dott. Ludovico Ceravolo
Paride Solimena
Virginia Serlupi
Guarino Regge-Verdone
Imelda Casellati-Ortolani
Zaira Dallara
Martina Medici
Paolo Bernardi-Leopardi
Clelia Nibali
Costantino Bernardi
Loredana Ruggieri
Toni Crespi
Sig.ra Lisa Lupo
Mariana Brenna
Mattia Niscoromni
Dott. Alina Gussoni
Monica Pizziol
Jacopo Columbo
Dott. Dino Zarlino
Dott. Nicoletta Briccialdi
Lolita Finotto
Claudio Magrassi
Tiziana Toninelli
Gemma Carocci-Scarlatti
Sophia Aloisio
Daniele Canetta
Licia Buonauro
Fabrizia Nicolini
Gianna Mastandrea
Sig. Azeglio Ostinelli
Sig. Guarino Pavone
Renzo Prodi
Dott. Baldassare Inzaghi
Michela Ruberto
Maria Pasqua
Alberto Antonacci
Cirillo Tornatore-Pometta
Lodovico Casalodi
Sig. Jacopo Michelangeli
Beppe Abate
Margherita Giusti-Verri
Uberto Pometta
Dott. Enzo Bignami
Annamaria Terragni
Amico Petrucelli
Nina Interiano-Praga
Sig. Gionata Beccheria
Dott. Cesare Marazzi
Serafina Sauro
Sig.ra Silvia Michelangeli
Laureano Gaggini
Marisa Pedrazzini
Lina Trebbi
Dott. Silvestro Mimun
Liliana Pavanello
Lauretta Muratori
Michelangelo Bosio
Sig.ra Carolina Piccio
Sig. Piergiuseppe Barzini
Dina Loredan
Niccolò Magnani
Geronimo Trupiano
Loretta Ostinelli-Paganini
Dott. Milena Vianello
Melania Franscini
Gionata Vespa-Guidone
Lauretta Romiti-Borrani
Ruggero Udinesi
Virginia Pugliese
Dott. Gioachino Maderna
Severino Mastroianni
Rosina Jovinelli
Sig. Ubaldo Muratori
Sig. Vincenzo Faranda
Dott. Griselda Randazzo
Fiorenzo Bixio-Camiscione
Eleanora Conte
Tonia Caironi
Filippo Necci
Tiziana Toso
Armando Castioni
Dott. Marcantonio Viola
Viridiana Salvini
Stefani Toscani
Tiziano Santorio-Anichini
Dott. Alberto Galeati
Maria Fieramosca
Sante Taliercio
Loretta Zanichelli
Tonino Boccherini
Giosuè Innocenti-Offredi
Sig.ra Natalia Depero
Diana Pavone
Michelangelo Petrucci
Amedeo Campanella-Traversa
Amedeo Modigliani-Armani
Giustino Falcone
Flora Palladio-Majorana
Alfio Modigliani
Romina Regge
Paulina Fattori
Letizia Cuomo
Tullio Brenna
Ermanno Vezzali
Marcello Pucci
Tatiana Leonardi
Gionata Schiavone-Alonzi
Paulina Mezzetta
Lorenzo Pedersoli
Saverio Procacci
Dott. Gelsomina Luciani
Rita Basadonna
Carlo Duodo
Dino Alonzi
Maurizio Pederiva
Dott. Gioffre Nolcini
Sophia Saracino-Terragni
Sig. Calcedonio Procacci
Mercedes Bulzoni
Serafina Nicoletti
Ida Dovara
Dott. Baldassare Ricci
Vincentio Pinamonte
Dario Tomasetti
Paola Trombetta
Caterina Scarponi
Alessio Zacco
Sig.ra Barbara Udinese
Liana Grifeo
Giampaolo Puglisi
Rocco Caccioppoli-Armani
Graziano Iannuzzi
Ludovica Scarponi-Cassarà
Goffredo Corcos
Sole Cabibbo
Dott. Michele Ariosto
Sig. Girolamo Zamengo
Pina Crispi
Sig.ra Ida Giannini
Cassandra Bosio
Giulia Torlonia
Rosario Callegari
Piero Casalodi
Martina Bernardi-Smirnoff
Mercedes Proietti
Rodolfo Sermonti-Panzera
Telemaco Tropea-Borromeo
Silvia Renzi
Giulia Ferrara
Sig. Cirillo Gelli
Ida Rinaldi
Sig.ra Loretta Ceravolo
Sonia Ferraris
Lodovico Cossiga-Pinamonte
Martina Gigli
Luchino Basso
Fernanda Pausini
Sophia Dossi-Franscini
Arturo Desio
Pierina Binaghi-Pacelli
Sig. Rembrandt Bajamonti
Achille Detti-Pizzetti
Dott. Achille Castioni
Giacobbe Bova
Federigo Romiti
Pina Antonucci
Michele Tencalla
Margherita Pellegrini-Perozzo
Sig. Romeo Gentili
Romina Mondadori
Giacobbe Murri
Sole Spanevello
Caterina Mantegazza
Stefani Carli-Forza
Teresa Delle
Luchino Faugno-Martinelli
Livia Zampa
Annunziata Callegaro
Dott. Giada Tarantino
Greco Bossi
Donna Badoer
Napoleone Mennea-Briccialdi
Dott. Benedetto Aloisio
Gilberto Celentano-Ginese
Graziella Serraglio
Nedda Beccaria
Maura Stucchi
Annunziata Magrassi-Canetta
Gianmarco Camicione
Dott. Nina Acerbi
Cesare Bondumier
Dott. Biagio Campano
Federigo Civaschi-Peruzzi
Sig.ra Stella Milanesi
Eliana Ferretti
Ansaldo Montanari-Zaguri
Ottone Sinisi
Cassandra Giunti
Stella Ceschi
Melina Villarosa
Dott. Sante Ceci
Paolo Giannotti-Marino
Lisa Basso
Serafina Bixio
Amico Galiazzo
Antonietta Baggio-Costalonga
Gloria Barberini-Pisani
Aldo Luxardo
Eugenia Peruzzi-Golgi
Amanda Cagnin
Benvenuto Sinisi
Toni Fattori
Eleanora Baroffio
Donato Sabbatini
Valeria Ceci
Allegra Chiappetta-Cicala
Annetta Correr-Beccaria
Lucio Sinisi
Osvaldo Barese
Dott. Luigina Tamburini
Giovanni Tamburini-Pisano
Renzo Iadanza
Mirko Tozzo
Ruggiero Platini
Laureano Barcaccia
Ramona Santorio
Berenice Zaccagnini-Pellico
Barbara Canevascini
Guido Marcacci
Costantino Capuana
Ludovico Scamarcio
Emilio Rosselli
Eraldo Panzera
Giuseppina Gentilini
Valeria Geraci
Angelica Zamorani
Dott. Silvestro Canetta
Dott. Marissa Gori
Giorgia Montesano
Milena Tartini-Sagnelli
Angelina Filzi
Sig. Ronaldo Bernini
Dott. Tiziana Mercati
Sig.ra Fabia Mercalli
Edoardo Redi
Allegra Cerutti-Tebaldi
Mercedes Grassi
Cirillo Orlando
Vittoria Luciani
Annamaria Ughi-Guarato
Susanna Gualandi
Letizia Pepe
Sig. Gioffre Avogadro
Sig.ra Annetta Maglio
Tiziana Pratesi
Giuliano Molesini
Angelica Alboni
Letizia Morandini
Federico Bonolis-Pirelli
Telemaco Spadafora
Adele Maccanelli-Gigli
Pierina Pincherle
Uberto Tremonti
Piersanti Ferrucci
Alderano Monti
Azeglio Mazzanti-Traetta
Claudia Metella
Dott. Letizia Zetticci
Serafina Crisafulli
Antonina Trapanese
Dott. Marina Asmundo
Piergiorgio Cortese-Aldobrandi
Paride Lippomano
Carlo Dulbecco
Cirillo Grifeo
Dott. Gianpaolo Faugno
Fiorino Campise
Giuseppe Gulotta-Gaggini
Renzo Venier
Napoleone Biagi
Silvio Rastelli
Sig.ra Lilla Cimarosa
Damiano Treves-Pederiva
Pasqual Tomaselli-Saragat
Alberto Ungaretti
Ezio Trezzini
Dott. Gustavo Vespa
Dott. Adelmo Maffei
Eva Petralli
Dott. Costantino Vespucci
Pompeo Mondaini
Mariano Torricelli
Fernanda Caruso-Pennetta
Sig.ra Pina Bevilacqua
Paloma Falcone
Giacomo Tamburi
Serena Visconti
Panfilo Balotelli
Annunziata Goldstein
Michelotto Cagnotto
Roberta Raimondi
Marisa Martinelli
Tiziana Schicchi
Cristina Ludovisi
Tina Moresi-Piovani
Sig. Ciro Parini
Dott. Armando Guarato
Arnulfo Natta
Dott. Antonella Baracca
Tullio Gabbana
Gilberto Draghi
Dionigi Toselli-Tafuri
Olga Palazzo
Baldassare Tacchini-Tonisto
Pina Carpaccio
Calcedonio Tozzo
Amadeo Varano
Sig.ra Nicoletta Pietrangeli
Romeo Ferrazzi
Luigi Marino
Massimo Santorio
Calogero Chigi-Armellini
Vanessa Sabbatini
Sig.ra Giuliana Calvo
Sig. Franco Celentano
Ivan Fusani
Roberta Foletti
Sylvia Morandini
Vito Necci
Maria Valmarana
Donato Aporti
Silvio Ferrazzi-Cagnin
Lolita Visintini
Dott. Sante Morandi
Sig.ra Chiara Broschi
Fabrizia Pratesi
Ida Mercalli
Sig.ra Lisa Ferraris
Lauretta Curatoli
Virginia Pellico
Sandro Cainero
Gianmarco Camuccini
Benedetto Bertoni
Francesca Fieramosca
Mariano Fagiani
Etta Gritti
Amanda Armani
Pellegrino Ferrante-Tamborini
Oreste Ricciardi
Dott. Fernanda Vendetti
Natalia Borsellino
Ottone Peranda
Alina Sgarbi
Lisa Bellucci-Tomaselli
Liberto Mocenigo
Sig.ra Cecilia Polizzi
Durante Galeati
Allegra Giradello
Annalisa Boitani
Dott. Bettina Fermi
Alessio Magnani
Dott. Nina Polesel
Anita Cannizzaro
Armando Riccardi
Manuel Petrassi
Luciana Emo
Greco Scarponi
Eleanora Foconi
Cipriano Beccaria-Montecchi
Amanda Sgalambro
Victoria Lattuada
Luca Cappelli
Matilda Solari
Costantino Interminei
Licia Crespi
Guarino Calvo
Sig.ra Isa Gozzano
Pasqual Fieramosca
Sig.ra Eugenia Tutino
Ramona Luzi
Melania Pontecorvo-Caccioppoli
Antonia Morosini
Sylvia Leopardi
Stefano Vidoni
Fiorino Trebbi
Liliana Donini
Ottone Tarantini
Ippazio Broschi-Cristoforetti
Rembrandt Faggiani
Dott. Ansaldo Pontecorvo
Erika Molesini
Zaira Bettoni-Bernardini
Veronica Satta
Giampaolo Fermi
Cecilia Antonucci
Stella Gagliano
Donato Virgilio
Germana Pepe
Fabia Andreotti
Sig.ra Lara Ossola
Livio Fagotto
Rosario Esposito
Rembrandt Abba
Luigi Dibiasi
Monica Speri
Monica Cortese
Piersanti Parri
Eugenia Beccaria
Cassandra Pavanello
Danilo Toso
Angelo Lerner-Malpighi
Greca Tarantini
Lidia Mennea
Annalisa Proietti
Raimondo Petralli
Arnulfo Fantini
Lolita Ceci
Dott. Rolando Cannizzaro
Caterina Cociarelli
Morena Notarbartolo
Dott. Melania Garibaldi
Erika Ruffini-Cimarosa
Antonietta Petruzzi
Angelina Detti
Lando Morlacchi
Sig. Achille Fabrizi
Vincenza Cherubini-Ricolfi
Livio Scalera
Sig.ra Amanda Golino
Liliana Ubaldi
Pina Gonzaga-Loredan
Dott. Sante Zamengo
Fabrizia Puglisi
Rossana Modugno
Salvi Modigliani
Nadia Carosone-Scarpetta
Nadia Donini
Niccolò Morpurgo
Dott. Antonina Gramsci
Stefano Bertolucci
Gianmarco Parisi
Luigina Pacillo
Sig.ra Chiara Murialdo
Concetta Storladi
Graziano Vigorelli-Roero
Dott. Viridiana Sordi
Jolanda Palazzo
Beppe Infantino
Gioffre Campanella
Serena Renzi
Melissa Cuzzocrea
Natalia Basadonna-Ostinelli
Rembrandt Speri-Dallapé
Nino Basadonna
Benito Costanzi
Paolo Vergassola
Costantino Cassarà
Mariano Interminelli
Amadeo Cimarosa
Severino Ziani
Cipriano Bocelli
Clelia Deledda
Ivan Lussu
Dino Ginese
Sig. Alberto Rizzoli
Atenulf Molesini
Fausto Priuli
Alfio Nosiglia
Lauretta Parisi-Salandra
Rosaria Falloppio-Ungaretti
Alessandro Celentano
Fiorenzo Canova
Eliana Faggiani
Antonina Santoro
Ida Bignardi
Sig. Manuel Coppola
Flora Prodi
Nina Sraffa
Dott. Morena Dovara
Piergiuseppe Cuomo-Pugliese
Giulietta Camilleri
Sig. Santino Cavanna
Anita Ovadia
Livia Brunello
Sig.ra Elvira Tornatore
Valeria Marini
Camillo Storladi
Ivo Spinelli
Niccolò Palazzo
Sig.ra Giovanna Filippini
Michele Leblanc-Vendetti
Sig. Severino Branciforte
Ippazio Sorrentino
Fabrizia Dossi
Silvia Forza-Viola
Sig. Costanzo Santi
Valeria Fabbri
Ida Emanuelli
Rosina Dallara
Barbara Zamorani
Alessio Righi
Giuliana Cannizzaro
Maria Cerquiglini
Nino Leonardi
Sig.ra Ornella Sagredo
Marco Munari
Sig. Calogero Vattimo
Gloria Lopresti-Scandone
Isa Brichese
Iolanda Balotelli
Gelsomina Rapisardi-Cocci
Gabriella Rapisardi
Annibale Sgalambro
Dina Depero
Giorgia Dallara
Lara Scaramucci
Calcedonio Simeoni
Elena Verdone-Leone
Sig.ra Livia Tamborini
Sig. Romolo Ruggieri
Berenice Sanguineti-Baggio
Sig.ra Stefani Pistoletto
Ippazio Sgalambro
Sophia Cabibbo
Ornella Marenzio
Pasquale Modugno-Broggini
Fiorino Taliani
Pina Interminelli
Giancarlo Polani
Vito Rubbia
Simonetta Raurica
Dott. Lilla Einaudi
Ida Correr
Geronimo Mazzi
Rosalia Manunta-Romano
Amalia Finzi-Baggio
Angelica Gozzi-Turati
Romana Cattaneo
Maura Ricciardi-Cipolla
Patrizio Savorgnan
Bianca Chinnici-Monaco
Dott. Germana Mantegazza
Etta Lupo-Paoletti
Dott. Mauro Berengario
Dott. Ennio Ovadia
Rosario Castioni
Liana Tagliafierro
Sig. Eraldo Mastroianni
Sig.ra Angelina Pirandello
Fortunata Bellini
Roman Ossola
Osvaldo Scandone
Sabatino Badoglio
Carolina Bevilacqua-Fantozzi
Luciano Roncalli
Severino Cabibbo
Sig.ra Loretta Bonanno
Ennio Spinola-Castelli
Sig.ra Bianca Ariosto
Michelotto Parmitano
Ranieri Anguillara
Benvenuto Curci
Ornella Palladio
Flavio Bossi
Dott. Renzo Sinisi
Benito Malaparte
Bettina Puglisi
Panfilo Tornatore-Pininfarina
Lorenzo Bragadin
Annetta Turchetta
Paloma Visintini-Argenti
Sole Monaco
Fiorino Asmundo
Sig.ra Veronica Gigli
Valerio Marsili-Curiel
Alfredo Scarponi
Dina Gargallo
Sig. Atenulf Saffi
Elisa Costalonga
Rosaria Sagredo
Dott. Gaetano Sanguineti
Benito Trevisani-Bonanno
Sig.ra Federica Pirandello
Romolo Togliatti-Malacarne
Annalisa Argurio
Dott. Pompeo Sgarbi
Fernanda Carfagna
Greca Moccia
Elvira Pertini
Sig. Cipriano Scarpetta
Gian Rizzoli
Dott. Guido Vecellio
Dott. Guarino Filangieri
Claudio Alighieri
Giampaolo Sgarbi
Ennio Tron
Nino Babati
Romolo Branciforte-Benedetti
Melina Babbo
Durante Petralli
Marina Gualandi
Ludovico Vivaldi
Sig. Guglielmo Casini
Beatrice Siffredi
Sig. Fabrizio Pepe
Vittorio Pascarella
Licia Parini
Dott. Donatella Gargallo
Dott. Sabatino Piovani
Nina Iannucci
Sole Jacuzzi
Ermanno Gianinazzi-Majorana
Pasquale Ortolani
Stefani Ioppi-Bassi
Antonio Cadorna
Augusto Majorana
Paulina Cabrini
Ricciotti Morandini
Fiamma Pacomio
Mario Sgarbi
Adelasia Ciani
Dott. Corrado Giannone
Camillo Chigi-Mortati
Ramona Pertile
Bettina Casaleggio
Pina Iadanza
Mariana Papafava
Livia Parini
Ettore Zanichelli-Dulbecco
Enzio Zamengo
Cristina Callegari-Argentero
Sig.ra Maria Persico
Dott. Torquato Comboni
Alderano Visconti
Dott. Filippa Renzi
Atenulf Ferragamo
Sig.ra Claudia Binaghi
Dott. Graziano Cesarotti
Bruno Chiappetta
Flavio Antonelli
Marissa Petrocelli
Luisa Fornaciari
Sig.ra Pina Montecchi
Cecilia Bova
Amalia Vasari
Dott. Annibale Giolitti
Fabrizia Oliboni
Nicolò Sgarbi
Simonetta Cagnin-Cardano
Nadia Proietti
Ornella Ficino
Raffaello Innocenti
Alessio Vergerio
Maria Impastato
Dott. Alina Satta
Ubaldo Bresciani
Adriana Grossi
Mercedes Scarpetta
Mario Paolini
Allegra Mattarella
Mauro Bianchini
Erika Ariasso
Sonia Vigliotti
Ninetta Monicelli
Luca Spanevello-Goldoni
Victoria Taccola
Sig.ra Silvia Segni
Donatello Bertolucci
Sig. Danilo Tresoldi
Pietro Camuccini
Nedda Duse
Adriana Manzoni-Mazzi
Dott. Massimiliano Acerbi
Tullio Moresi
Maurilio Totino
Osvaldo Schiavo-Roth
Laura Filippelli
Dott. Donna Marconi
Guido Boccaccio
Priscilla Borzomì
Clelia Andreozzi
Virginia Baroffio
Luigi Fracci-Speri
Roberta Ferrabosco
Rodolfo Ammaniti
Dott. Melissa Nicoletti
Carmelo Gioberti
Dott. Daniele Gualandi
Gaetano Paolucci
Leonardo Borgia
Dott. Nico Taliani
Giuseppina Fusani
Bettina Maderno
Loredana Volterra
Francesca Sauro
Agnolo Aulenti
Pina Staglieno
Ninetta Impastato
Adelasia Callegaro
Lilla Foscari-Nievo
Pierluigi Udinese
Isabella Forza-Soprano
Viridiana Tafuri
Sig.ra Rita Sbarbaro
Fausto Mazzi
Marissa Agazzi
Camilla Gucci
Nino Bernardi-Morgagni
Paola Platini
Ramona Polesel
Dott. Giorgia Romano
Dott. Silvio Pisacane
Sig.ra Zaira Caffarelli
Vito Babati
Dott. Diana Coardi
Dott. Milena Veneziano
Stefano Chittolini
Cecilia Belletini
Matilda Goldstein-Barillaro
Renata Amaldi
Amanda Tozzi
Greca Poerio
Fortunata Bacosi
Bartolomeo Curatoli-Babato
Rosalia Camanni
Ida Bonino
Maria Greggio
Romana Scandone
Gemma Detti
Eleanora Saffi
Gioacchino Pozzecco
Torquato Travaglia-Borsellino
Lilla Carli
Teresa Falcone
Dott. Giacomo Maglio
Emma Veneziano
Silvio Sismondi
Dario Troisi
Annetta Botticelli
Fredo Naccari
Sandra Fabrizi-Morlacchi
Gioffre Tutino
Veronica Papafava
Gaetano Coardi
Mirko Bonolis
Valeria Pace
Rosalia Franceschi
Sig. Alberico Liverotti
Giacomo Gianetti-Casale
Sig. Adriano Cassarà
Viridiana Morucci
Dott. Goffredo Buonauro
Marco Fischetti
Sig. Telemaco Bertoni
Dott. Berenice Nicoletti
Serafina Carli
Sig. Benito Anastasi
Dott. Rosa Tonisto
Sophia Vivaldi
Dott. Stefania Baroffio
Giustino Bova
Berenice Gabbana
Sig.ra Luciana Castellitto
Luigina Miniati-Guglielmi
Elena Campano
Matteo Ceschi
Elvira Petrassi
Sebastiano Meucci
Fredo Ginese
Annibale Campano-Malatesta
Ippazio Troisi-Costalonga
Elvira Bruscantini
Maurilio Celentano
Sig.ra Serena Malatesta
Martino Cilibrasi
Romina Sagnelli
Vincenza Bonatti
Romolo Tonisto
Dott. Giorgia Venier
Dolores Paganini-Costalonga
Gloria Ortese
Fabia Piane
Roberto Nicolini
Pier Boaga
Raffaellino Foa
Adriano Calgari
Stella Totino
